tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(17, 58)",,-60.0,-58.0,-61.0,,,-60.0,-57.0,-67.0,2948,"(10, 91)",-16.747641548992743
"(17, 58)",-64.0,-54.0,-64.0,,-73.0,-73.0,-47.0,-73.0,-77.0,2948,"(10, 50)",-23.92990898157574
"(17, 58)",,-59.0,-53.0,-67.0,-81.0,,-54.0,,-70.0,2948,"(12, 75)",-20.064612431166047
"(17, 58)",,,-63.0,,,,-39.0,-52.0,-75.0,2948,"(10, 68)",-20.12427984563445
"(17, 58)",,-57.0,-69.0,-56.0,,,-50.0,-54.0,-70.0,2948,"(9, 91)",-14.196085115253943
"(17, 58)",,-56.0,,-64.0,,,-55.0,,-70.0,2948,"(11, 68)",-13.98240226589946
"(17, 58)",-57.0,-58.0,-66.0,,-65.0,-70.0,-46.0,-64.0,-82.0,2948,"(10, 50)",-20.093784893914975
"(17, 58)",,-56.0,-68.0,,-65.0,-68.0,-44.0,,-75.0,2948,"(10, 50)",-21.662803506155694
"(17, 58)",-65.0,,-57.0,-85.0,,-70.0,-40.0,,-79.0,2948,"(10, 68)",-28.047097574494416
"(17, 58)",-64.0,-48.0,-61.0,,-66.0,-66.0,-45.0,-63.0,-78.0,2948,"(10, 50)",-16.71525253647048
"(17, 58)",,,-58.0,-66.0,,,-56.0,-51.0,-69.0,2948,"(11, 93)",-20.762542747332713
"(17, 58)",-58.0,-51.0,-60.0,,-67.0,-70.0,,-59.0,-77.0,2948,"(13, 31)",-17.535480938528586
"(17, 58)",,,-53.0,,,-78.0,-60.0,-58.0,-64.0,2948,"(8, 87)",-23.029671761960262
"(17, 58)",-57.0,-62.0,-59.0,,,-67.0,-49.0,,-73.0,2948,"(10, 50)",-16.957654632954643
"(17, 58)",-65.0,,-57.0,,,,,-55.0,,2948,"(9, 89)",-15.031734457375464
"(17, 58)",,-60.0,,,,,-46.0,-66.0,-70.0,2948,"(9, 68)",-18.523624612693844
"(17, 58)",-64.0,,-60.0,,,-67.0,-42.0,-59.0,-76.0,2948,"(10, 68)",-19.45221428421347
"(17, 58)",-63.0,-52.0,-63.0,,-65.0,-69.0,-44.0,-67.0,-80.0,2948,"(10, 50)",-19.62858171596009
"(17, 58)",-67.0,-52.0,-59.0,,-65.0,-67.0,-42.0,-59.0,-80.0,2948,"(10, 50)",-17.355177531694558
"(17, 58)",-76.0,,-52.0,-72.0,-80.0,,-61.0,-63.0,-68.0,2948,"(8, 87)",-26.811679404742026
"(17, 58)",,-57.0,-60.0,-77.0,,,-39.0,-54.0,-72.0,2948,"(10, 68)",-18.467677260339592
"(17, 58)",-72.0,-53.0,,,-83.0,-82.0,,-52.0,-69.0,2948,"(17, 33)",-25.742991434526637
"(17, 58)",,-54.0,-61.0,,-65.0,-67.0,-48.0,-62.0,-76.0,2948,"(10, 50)",-17.59070921568504
"(17, 58)",-69.0,,-53.0,-68.0,-73.0,,-49.0,-61.0,-69.0,2948,"(10, 68)",-18.499507028646793
"(17, 58)",-64.0,-56.0,-64.0,,-76.0,-76.0,-53.0,-69.0,-82.0,2948,"(10, 50)",-26.052869348957465
"(17, 58)",,-58.0,-64.0,,-73.0,,-39.0,-61.0,-69.0,2948,"(10, 68)",-18.964000288335782
"(17, 58)",-64.0,,,-75.0,-80.0,-76.0,-48.0,,-72.0,2948,"(10, 50)",-28.49858276598092
"(17, 58)",,,-52.0,-70.0,,,-59.0,-63.0,-69.0,2948,"(10, 90)",-24.655157772429696
"(17, 58)",-63.0,-51.0,-53.0,-73.0,-77.0,,-50.0,-54.0,-82.0,2948,"(10, 68)",-17.466165630992943
"(17, 58)",,,-57.0,,-73.0,,-47.0,-65.0,-72.0,2948,"(10, 68)",-22.964292105052333
"(17, 58)",,,-53.0,-67.0,,,-61.0,-54.0,-66.0,2948,"(10, 90)",-20.70309052702478
"(17, 58)",-62.0,-55.0,-55.0,,-76.0,,-51.0,,-74.0,2948,"(10, 50)",-17.33948688019867
"(17, 58)",-54.0,-50.0,-70.0,,-73.0,-70.0,-49.0,-64.0,-72.0,2948,"(14, 32)",-17.95710219361202
"(17, 58)",-64.0,,-64.0,,-67.0,,-50.0,-62.0,-78.0,2948,"(10, 68)",-20.71961558059121
"(17, 58)",,-52.0,-65.0,,-67.0,,-45.0,-58.0,-80.0,2948,"(10, 68)",-17.943594649754914
"(17, 58)",-62.0,-58.0,-69.0,,-66.0,-73.0,-48.0,,-80.0,2948,"(10, 50)",-23.698300080571016
"(17, 58)",,-55.0,,,,-71.0,-45.0,-55.0,-76.0,2948,"(10, 50)",-17.329696393191384
"(17, 58)",-64.0,-55.0,-70.0,,-68.0,,-46.0,-60.0,-80.0,2948,"(10, 50)",-19.618087904033242
"(17, 58)",-56.0,-53.0,-57.0,-71.0,,-69.0,-50.0,-64.0,-80.0,2948,"(10, 68)",-16.78049912008912
"(17, 58)",-53.0,-56.0,,-75.0,-68.0,,-50.0,-60.0,-81.0,2948,"(10, 50)",-16.46262420280628
"(17, 58)",-69.0,-58.0,-57.0,-63.0,-77.0,-79.0,-59.0,-50.0,-70.0,2948,"(10, 75)",-18.93611321343388
"(17, 58)",,,-58.0,-75.0,,,-45.0,-59.0,-71.0,2948,"(10, 68)",-22.045047934330462
"(17, 58)",-65.0,-49.0,-63.0,,-64.0,-65.0,-42.0,-60.0,-75.0,2948,"(10, 50)",-15.382008218682845
"(17, 58)",-75.0,-65.0,-57.0,-71.0,-78.0,-75.0,-63.0,-53.0,-76.0,2948,"(12, 75)",-24.882614230263503
"(17, 58)",,-59.0,-64.0,,-78.0,,-50.0,-67.0,-68.0,2948,"(10, 68)",-22.585710457699964
"(17, 58)",,-55.0,-65.0,,-72.0,-69.0,-42.0,,-73.0,2948,"(10, 50)",-22.369719027043622
"(17, 58)",,-45.0,-67.0,,-68.0,-67.0,-51.0,,-82.0,2948,"(14, 32)",-23.50245442935442
"(17, 58)",-68.0,-53.0,-63.0,,-66.0,,-44.0,-60.0,-77.0,2948,"(13, 52)",-16.991810367795214
"(17, 58)",-79.0,,-55.0,,-82.0,,-55.0,-50.0,-67.0,2948,"(6, 90)",-23.824691848311122
"(17, 58)",-63.0,-57.0,-60.0,-78.0,-69.0,-66.0,-45.0,-60.0,-75.0,2948,"(10, 50)",-19.073494480038445
"(17, 58)",,,-68.0,-77.0,-69.0,-70.0,,,-76.0,2948,"(10, 73)",-28.352693455287373
"(17, 58)",-61.0,-50.0,-59.0,,-67.0,-66.0,-44.0,,-75.0,2948,"(10, 50)",-15.958878350833396
"(17, 58)",,-53.0,-65.0,-78.0,-71.0,-62.0,-56.0,-64.0,-80.0,2948,"(10, 50)",-22.179035823397808
"(17, 58)",-68.0,-57.0,-51.0,,-79.0,-73.0,-46.0,,-74.0,2948,"(10, 50)",-22.35158690861981
"(17, 58)",-73.0,-61.0,-63.0,-63.0,-79.0,-70.0,-56.0,-57.0,-74.0,2948,"(10, 68)",-21.367834420972223
"(17, 58)",-58.0,-51.0,-65.0,-82.0,-65.0,,-47.0,,-82.0,2948,"(10, 50)",-20.778499709605303
"(17, 58)",-67.0,,-62.0,,-66.0,,-48.0,,-83.0,2948,"(13, 52)",-24.016720700851266
"(17, 58)",-72.0,-57.0,-48.0,-72.0,-85.0,-75.0,-50.0,-52.0,-75.0,2948,"(12, 75)",-21.92489428798919
"(17, 58)",-70.0,-66.0,,-71.0,-74.0,-70.0,-54.0,-56.0,-72.0,2948,"(10, 50)",-21.71796670142593
"(17, 58)",-77.0,-59.0,-60.0,-71.0,-75.0,-79.0,-39.0,-52.0,,2948,"(13, 66)",-22.289020088264333
"(17, 58)",-64.0,-55.0,-62.0,,-66.0,-65.0,-48.0,-67.0,-76.0,2948,"(10, 50)",-18.61268518410123
"(17, 58)",-74.0,-60.0,-52.0,-74.0,-78.0,,,-65.0,-66.0,2948,"(10, 90)",-23.125210089118013
"(17, 58)",-78.0,,-49.0,-69.0,-78.0,,-51.0,-60.0,-69.0,2948,"(8, 87)",-23.29007473046587
"(17, 58)",,-59.0,-54.0,-73.0,,,-46.0,-53.0,-69.0,2948,"(9, 89)",-15.217485513503101
"(17, 58)",-62.0,-52.0,-63.0,-79.0,-73.0,,-60.0,-63.0,-77.0,2948,"(12, 67)",-20.973495752705638
"(17, 58)",,-58.0,-67.0,,-74.0,-72.0,-48.0,-68.0,-82.0,2948,"(10, 50)",-27.402510375588406
"(17, 58)",,,-49.0,-72.0,-78.0,-76.0,,-65.0,-69.0,2948,"(13, 92)",-29.60916802606671
"(17, 58)",-63.0,-61.0,-61.0,-76.0,-66.0,-66.0,-41.0,-60.0,-80.0,2948,"(10, 50)",-20.04708277672923
"(17, 58)",,-58.0,-50.0,-64.0,-72.0,,-56.0,-61.0,-69.0,2948,"(9, 78)",-16.220549948063454
"(17, 58)",-64.0,-58.0,,-80.0,-69.0,-65.0,-47.0,-64.0,-72.0,2948,"(10, 50)",-20.729705682548307
"(17, 58)",-68.0,-57.0,-51.0,-71.0,-80.0,-73.0,,,-73.0,2948,"(17, 33)",-22.530237741392806
"(17, 58)",-72.0,-59.0,-53.0,,-83.0,,-53.0,-53.0,-67.0,2948,"(10, 71)",-18.12750398834155
"(17, 58)",-66.0,,,-74.0,-76.0,,,,,2948,"(16, 15)",-29.655757156856925
"(17, 58)",-74.0,-59.0,-58.0,-71.0,,,-61.0,-68.0,-69.0,2948,"(10, 76)",-21.99349308670304
"(17, 58)",,-69.0,-63.0,,,-69.0,-46.0,-59.0,-75.0,2948,"(10, 68)",-23.637622924812085
"(17, 58)",-69.0,,-51.0,-70.0,-76.0,-66.0,-53.0,-59.0,-68.0,2948,"(10, 77)",-19.253719007117954
"(17, 58)",-68.0,-54.0,-63.0,-74.0,-72.0,-72.0,-41.0,,-76.0,2948,"(10, 50)",-23.20021317979417
"(17, 58)",-66.0,-51.0,-68.0,,-66.0,-65.0,-53.0,-64.0,-82.0,2948,"(14, 32)",-21.318455056002048
"(17, 58)",-76.0,-60.0,-63.0,-65.0,,-72.0,-53.0,-58.0,-69.0,2948,"(10, 68)",-19.86885207768097
"(17, 58)",,-62.0,-55.0,,,,-63.0,-62.0,-65.0,2948,"(7, 83)",-18.83116962353443
"(17, 58)",-67.0,-53.0,,,-66.0,-72.0,-49.0,,,2948,"(15, 15)",-22.613368337879237
"(17, 58)",,,-58.0,-65.0,-78.0,-76.0,-52.0,-52.0,-68.0,2948,"(8, 91)",-21.84561491262579
"(17, 58)",,-50.0,-63.0,,,-72.0,-48.0,-60.0,-77.0,2948,"(10, 68)",-19.337334140750645
"(17, 58)",-60.0,-50.0,-67.0,,-70.0,-72.0,-50.0,-66.0,-80.0,2948,"(14, 32)",-21.138652293255824
"(17, 58)",-65.0,-62.0,-52.0,,,-70.0,-47.0,-61.0,-79.0,2948,"(10, 68)",-19.136935513995564
"(17, 58)",-73.0,-52.0,-59.0,-61.0,-79.0,-70.0,-53.0,-55.0,-70.0,2948,"(11, 68)",-17.306522492533393
"(17, 58)",-73.0,,-48.0,-69.0,-91.0,,-53.0,,,2948,"(14, 74)",-28.740241829381112
"(17, 58)",-65.0,,,,-78.0,-73.0,,-67.0,,2948,"(17, 15)",-30.274262825926908
"(17, 58)",-61.0,-59.0,,,,-67.0,-47.0,,,2948,"(12, 31)",-17.92875224737762
"(17, 58)",-74.0,-61.0,-51.0,-70.0,-81.0,-76.0,-59.0,-58.0,-69.0,2948,"(12, 75)",-23.292882711636935
"(17, 58)",-72.0,,-48.0,-70.0,,-79.0,-59.0,,,2948,"(14, 74)",-26.106934911958852
"(17, 58)",-68.0,-55.0,,,,-72.0,,,-78.0,2948,"(18, 17)",-31.8232411505616
"(17, 58)",-73.0,-59.0,-62.0,,-64.0,-68.0,-40.0,-54.0,-69.0,2948,"(10, 50)",-16.732971175902165
"(17, 58)",,-57.0,,-71.0,-83.0,-79.0,-55.0,,-70.0,2948,"(10, 50)",-27.76189073544726
"(17, 58)",-62.0,-54.0,-53.0,-76.0,-78.0,-73.0,-51.0,-56.0,-69.0,2948,"(10, 68)",-17.87899609245038
"(17, 58)",,,-55.0,-71.0,,,-57.0,-56.0,-76.0,2948,"(10, 90)",-25.092310328927855
"(17, 58)",,,-55.0,-60.0,,,,-52.0,-75.0,2948,"(13, 103)",-24.601172822276663
"(17, 58)",,-59.0,-56.0,-68.0,,,-52.0,,-70.0,2948,"(12, 73)",-16.68395537942652
"(17, 58)",-63.0,-61.0,-66.0,,-66.0,-67.0,-49.0,-67.0,-77.0,2948,"(10, 50)",-21.171917017826747
"(17, 58)",-67.0,-58.0,-50.0,,,-73.0,-61.0,-52.0,-75.0,2948,"(12, 75)",-17.635063590192654
"(17, 58)",-67.0,-65.0,-49.0,,,,-52.0,-68.0,-75.0,2948,"(12, 75)",-20.284681172771087
"(17, 58)",,-51.0,-65.0,,,,-52.0,-62.0,-78.0,2948,"(10, 68)",-19.292061714099628
"(17, 58)",-60.0,-47.0,-68.0,-79.0,,-68.0,-48.0,-62.0,-74.0,2948,"(13, 52)",-18.427049270544224
"(17, 58)",,,-66.0,,,,-44.0,-63.0,-80.0,2948,"(10, 68)",-29.778184043099383
"(17, 58)",-68.0,,-67.0,-76.0,,-71.0,-47.0,,,2948,"(13, 52)",-26.591228053773765
"(17, 58)",-70.0,-59.0,-53.0,,-77.0,-73.0,-50.0,-67.0,-76.0,2948,"(10, 50)",-23.245829204635445
"(17, 58)",-69.0,-56.0,-52.0,,-79.0,-74.0,-63.0,,-72.0,2948,"(14, 32)",-23.903877594017036
"(17, 58)",,-48.0,-66.0,,,,-50.0,-61.0,-83.0,2948,"(10, 68)",-20.148297972567136
"(17, 58)",-70.0,-53.0,-63.0,,-74.0,-73.0,-39.0,-51.0,-76.0,2948,"(10, 50)",-19.580590751630684
"(17, 58)",,-54.0,,-76.0,-64.0,-71.0,,,,2948,"(16, 14)",-28.011074738072306
"(17, 58)",,-60.0,-60.0,,,,-40.0,-53.0,-68.0,2948,"(10, 68)",-13.754015868352841
"(17, 58)",-60.0,-57.0,-58.0,,-66.0,-63.0,-53.0,-61.0,-81.0,2948,"(12, 34)",-17.010817757784338
"(17, 58)",,-59.0,-64.0,-80.0,-64.0,,-49.0,-55.0,-78.0,2948,"(10, 68)",-20.959651431126094
"(17, 58)",-72.0,-58.0,-57.0,-64.0,-81.0,,-57.0,-57.0,-67.0,2948,"(10, 76)",-18.659783325788712
"(17, 58)",-71.0,-66.0,-49.0,,,,-59.0,-65.0,-74.0,2948,"(12, 75)",-22.660079511762707
"(17, 58)",,-49.0,-62.0,,,,-49.0,-66.0,-78.0,2948,"(10, 68)",-19.054969098394864
"(17, 58)",,-51.0,-72.0,,-75.0,,-53.0,,,2948,"(14, 32)",-23.83827564933769
"(17, 58)",-75.0,,-49.0,-70.0,-77.0,,-52.0,,-65.0,2948,"(12, 75)",-21.825199125617395
"(17, 58)",-73.0,-57.0,-63.0,,-66.0,-70.0,-42.0,-69.0,-70.0,2948,"(10, 50)",-21.348205915327217
"(17, 58)",-71.0,-61.0,-49.0,,-76.0,,-59.0,-67.0,-63.0,2948,"(12, 75)",-19.5342019939261
"(17, 58)",-72.0,-62.0,-55.0,,,-66.0,-50.0,,-74.0,2948,"(10, 50)",-20.866310307469412
"(17, 58)",,-55.0,,,-72.0,-64.0,-58.0,,-84.0,2948,"(12, 30)",-28.967923717109286
"(17, 58)",-64.0,-54.0,,-74.0,-81.0,-77.0,-44.0,-53.0,-71.0,2948,"(10, 50)",-20.758724455586332
"(17, 58)",-63.0,-60.0,-52.0,-73.0,,,-45.0,-65.0,-77.0,2948,"(10, 68)",-18.694525400297266
"(17, 58)",-71.0,-65.0,-55.0,-73.0,-78.0,,-39.0,-55.0,,2948,"(10, 68)",-20.3891647551557
"(17, 58)",,-59.0,,-64.0,-79.0,,-52.0,-51.0,-69.0,2948,"(7, 90)",-16.011816624289406
"(17, 58)",-69.0,-61.0,-56.0,,-79.0,-74.0,,-62.0,,2948,"(15, 33)",-23.776554700191856
"(17, 58)",-69.0,-53.0,-53.0,-69.0,-78.0,,-53.0,-58.0,-70.0,2948,"(11, 75)",-16.933480855076
"(17, 58)",,-60.0,-47.0,-74.0,-82.0,,-59.0,-58.0,-72.0,2948,"(8, 86)",-23.602548929256585
"(17, 58)",-63.0,-54.0,-60.0,,-78.0,-77.0,-45.0,-52.0,-79.0,2948,"(10, 50)",-20.289704819234593
"(17, 58)",-73.0,,-56.0,,-80.0,,-53.0,,-68.0,2948,"(10, 68)",-24.665054832376867
"(17, 58)",-52.0,-54.0,-64.0,-80.0,,,-44.0,,-75.0,2948,"(13, 52)",-17.02965287243733
"(17, 58)",-64.0,-58.0,,,-71.0,-67.0,,-67.0,,2948,"(15, 15)",-26.261046800214515
"(17, 58)",-67.0,-56.0,-65.0,,-66.0,,-46.0,-58.0,-75.0,2948,"(13, 52)",-16.761476605740082
"(17, 58)",-58.0,,-55.0,-76.0,,-66.0,-50.0,,,2948,"(13, 66)",-16.15988749575974
"(17, 58)",-53.0,-49.0,-58.0,,-70.0,,-48.0,-67.0,-74.0,2948,"(12, 51)",-12.78648244649481
"(17, 58)",-59.0,,-64.0,,-62.0,-64.0,-52.0,-65.0,-85.0,2948,"(10, 50)",-20.055339076494207
"(17, 58)",-59.0,-56.0,-63.0,,,-64.0,-48.0,-63.0,-81.0,2948,"(10, 50)",-18.03739551754462
"(17, 58)",-59.0,-51.0,-59.0,-79.0,-69.0,-59.0,-48.0,-65.0,-79.0,2948,"(10, 50)",-17.900583361164635
"(17, 58)",-54.0,-59.0,-69.0,,-67.0,,-53.0,-57.0,,2948,"(10, 49)",-13.43029593902808
"(17, 58)",-71.0,-58.0,-70.0,-56.0,-77.0,-78.0,-51.0,-52.0,-69.0,2948,"(10, 68)",-19.002996020007842
"(17, 58)",-59.0,-53.0,-65.0,,,-61.0,-50.0,-66.0,-78.0,2948,"(10, 50)",-17.011193178030865
"(17, 58)",-71.0,-61.0,-51.0,-77.0,-74.0,-75.0,,,-65.0,2948,"(14, 74)",-22.56647637943725
"(17, 58)",-59.0,-54.0,-59.0,,-75.0,-64.0,-54.0,,-85.0,2948,"(13, 31)",-22.635186303093203
"(17, 58)",-72.0,-59.0,-59.0,-64.0,-77.0,-71.0,-59.0,-49.0,-70.0,2948,"(6, 90)",-18.530159417876895
"(17, 58)",-52.0,-49.0,-64.0,,-67.0,,-49.0,-66.0,-82.0,2948,"(10, 50)",-15.309043983814798
"(17, 58)",,-52.0,-49.0,-70.0,,,,-58.0,-76.0,2948,"(13, 92)",-19.061841850607095
"(17, 58)",,-49.0,-70.0,-81.0,-68.0,-75.0,-47.0,,-74.0,2948,"(10, 50)",-25.287359135001974
"(17, 58)",-63.0,-57.0,-67.0,,-76.0,-73.0,,-52.0,-76.0,2948,"(15, 33)",-21.260067035661912
"(17, 58)",,-54.0,-68.0,-81.0,-70.0,-70.0,-45.0,-62.0,-80.0,2948,"(10, 68)",-24.879973860319073
"(17, 58)",-67.0,-51.0,-65.0,-85.0,-66.0,-69.0,-49.0,-60.0,-77.0,2948,"(10, 50)",-21.814283136188088
"(17, 58)",,-67.0,,,-69.0,,-51.0,,-76.0,2948,"(10, 50)",-26.11604452184992
"(17, 58)",-63.0,-54.0,-55.0,,-79.0,-73.0,-59.0,-62.0,-71.0,2948,"(11, 49)",-19.575578039774413
"(17, 58)",,-62.0,,-78.0,-83.0,-80.0,,-64.0,-65.0,2948,"(8, 90)",-28.610247973933287
"(17, 58)",,-67.0,-53.0,,-72.0,-77.0,-50.0,-58.0,-72.0,2948,"(10, 68)",-21.98054456336013
"(17, 58)",,,-64.0,-78.0,-72.0,-68.0,-51.0,-68.0,-81.0,2948,"(10, 68)",-29.342083317893866
"(17, 58)",,-52.0,,-75.0,,-70.0,-41.0,,-75.0,2948,"(10, 50)",-22.208759569694056
"(17, 58)",-53.0,-57.0,-66.0,-79.0,-68.0,,,,-82.0,2948,"(16, 12)",-24.497359022292997
"(17, 58)",,,-57.0,,,,-50.0,-49.0,-64.0,2948,"(9, 91)",-14.18182133536174
"(17, 58)",,-60.0,-66.0,-62.0,,,-54.0,,-76.0,2948,"(10, 68)",-19.820053989878584
"(17, 58)",-65.0,-55.0,,,-65.0,-73.0,,,,2948,"(16, 14)",-32.54034222708151
"(17, 58)",-64.0,-64.0,-50.0,-72.0,,-74.0,-46.0,,-79.0,2948,"(13, 66)",-21.606955790101704
"(17, 58)",,-53.0,-53.0,,,-74.0,-51.0,,-67.0,2948,"(12, 67)",-15.393044529593107
"(17, 58)",,-63.0,-55.0,,,,-47.0,-50.0,-73.0,2948,"(10, 68)",-14.507197384651391
"(17, 58)",-55.0,,,,-69.0,,-51.0,-65.0,,2948,"(7, 49)",-13.494559457703918
"(17, 58)",-61.0,-54.0,-56.0,,-70.0,,-47.0,-66.0,-74.0,2948,"(13, 52)",-15.409514180142923
"(17, 58)",-77.0,-61.0,-58.0,,-75.0,-79.0,-38.0,-52.0,-79.0,2948,"(10, 68)",-24.55516290476565
"(17, 58)",-54.0,-52.0,-66.0,,-62.0,,-53.0,-63.0,-78.0,2948,"(14, 33)",-14.274184684292038
"(17, 58)",-55.0,-56.0,-62.0,,-71.0,-65.0,,-63.0,,2948,"(15, 14)",-18.347604519793414
"(17, 58)",-72.0,-51.0,-60.0,,-76.0,,,-60.0,-76.0,2948,"(17, 33)",-20.8012241068133
"(17, 58)",-54.0,-60.0,-63.0,,,-73.0,,,-83.0,2948,"(17, 12)",-25.614578104615383
"(17, 58)",,-49.0,-69.0,,,-64.0,-62.0,-62.0,-76.0,2948,"(14, 32)",-19.6705276062554
"(17, 58)",-65.0,-51.0,-59.0,,-65.0,-75.0,-42.0,-62.0,-77.0,2948,"(10, 50)",-18.272068288725276
"(17, 58)",-63.0,-57.0,,-75.0,-84.0,-69.0,,,,2948,"(18, 16)",-32.97312768207041
"(17, 58)",-73.0,,-62.0,,-85.0,,-44.0,-61.0,-73.0,2948,"(10, 68)",-28.042101495982195
"(17, 58)",-55.0,-57.0,,,-67.0,,-50.0,-61.0,-73.0,2948,"(13, 32)",-13.217049579676456
"(17, 58)",-67.0,-54.0,-62.0,,-68.0,-67.0,-43.0,-59.0,-71.0,2948,"(10, 50)",-16.7571896139971
"(17, 58)",-58.0,-43.0,-57.0,-78.0,-73.0,-64.0,-46.0,-64.0,-74.0,2948,"(14, 32)",-16.208559007783663
"(17, 58)",,-48.0,,,,-68.0,-50.0,-62.0,,2948,"(9, 49)",-13.365686198378402
"(17, 58)",-64.0,-54.0,-68.0,,-82.0,-71.0,-48.0,-61.0,-72.0,2948,"(10, 50)",-22.315465268038746
"(17, 58)",-69.0,-57.0,-66.0,-56.0,-75.0,,-51.0,-53.0,-72.0,2948,"(9, 69)",-15.3401632699086
"(17, 58)",-66.0,-55.0,,-75.0,-76.0,-74.0,,,,2948,"(18, 14)",-32.700568735954334
"(17, 58)",-63.0,-54.0,-69.0,-73.0,-77.0,,-47.0,-54.0,-72.0,2948,"(10, 68)",-18.492005410331128
"(17, 58)",-60.0,,-71.0,,-70.0,-68.0,-48.0,-63.0,-81.0,2948,"(10, 50)",-23.54435206336457
"(17, 58)",-70.0,-48.0,-65.0,-80.0,-67.0,-69.0,-46.0,-62.0,-76.0,2948,"(10, 50)",-21.13001866078856
"(17, 58)",-69.0,-62.0,-64.0,,-73.0,-65.0,-48.0,-62.0,-78.0,2948,"(10, 50)",-22.708402454195305
"(17, 58)",-78.0,,-52.0,,,,-62.0,-64.0,-64.0,2948,"(8, 87)",-24.34466099112852
"(17, 58)",-66.0,-54.0,-62.0,,-67.0,-76.0,-44.0,-60.0,-84.0,2948,"(10, 50)",-21.855892554679418
"(17, 58)",,-66.0,-53.0,,,,,-58.0,-76.0,2948,"(10, 90)",-24.351762338063697
"(17, 58)",,,-66.0,-79.0,-75.0,,-51.0,,,2948,"(10, 68)",-31.780197830266545
"(17, 58)",-58.0,-54.0,-64.0,,-68.0,-76.0,-46.0,-69.0,-81.0,2948,"(10, 50)",-21.997974403527195
"(17, 58)",-62.0,,,-74.0,,,-49.0,,-71.0,2948,"(10, 68)",-19.17303788525243
"(17, 58)",,,-61.0,-65.0,,,-62.0,-56.0,-72.0,2948,"(12, 95)",-24.598948074730156
"(17, 58)",-55.0,-54.0,-56.0,-80.0,-73.0,-68.0,-51.0,-62.0,-78.0,2948,"(10, 50)",-18.88517530227417
"(17, 58)",-66.0,-60.0,-50.0,-74.0,-83.0,,-46.0,-69.0,-75.0,2948,"(10, 68)",-23.169224069582263
"(17, 58)",,,-65.0,,-61.0,,-50.0,-61.0,-78.0,2948,"(10, 68)",-21.029484322682297
"(17, 58)",-74.0,-64.0,-62.0,-63.0,-77.0,,-63.0,-56.0,-72.0,2948,"(7, 85)",-21.7369128227471
"(17, 58)",-53.0,-49.0,-57.0,,-67.0,,-48.0,-68.0,-77.0,2948,"(12, 51)",-12.87898651694793
"(17, 58)",-60.0,-59.0,-58.0,,-76.0,-73.0,-49.0,-69.0,-73.0,2948,"(10, 50)",-21.379448113818086
"(17, 58)",-72.0,-60.0,-59.0,-63.0,-82.0,-72.0,-61.0,,-70.0,2948,"(12, 49)",-22.887877601954287
"(17, 58)",-77.0,-65.0,-60.0,-75.0,-79.0,-76.0,-55.0,-52.0,-63.0,2948,"(10, 68)",-23.220571857753676
"(17, 58)",,,,,,,-48.0,-52.0,-73.0,2948,"(4, 89)",-16.412621084821055
"(17, 58)",-71.0,-60.0,-51.0,-73.0,-84.0,,-62.0,-54.0,-71.0,2948,"(9, 78)",-22.630207547554075
"(17, 58)",,-55.0,-54.0,-78.0,-80.0,-73.0,-48.0,-57.0,-78.0,2948,"(10, 68)",-23.6635001320036
"(17, 58)",-67.0,-59.0,-49.0,,-80.0,-71.0,-48.0,-56.0,-68.0,2948,"(10, 68)",-17.432715578277943
"(17, 58)",-59.0,-51.0,-62.0,,-74.0,-66.0,-45.0,-67.0,-69.0,2948,"(10, 50)",-16.86225336408155
"(17, 58)",,,-55.0,-77.0,,,-58.0,-52.0,-79.0,2948,"(10, 92)",-28.67861197570882
"(17, 58)",-60.0,,-59.0,,-71.0,,-49.0,,-78.0,2948,"(13, 66)",-19.97123019444564
"(17, 58)",-63.0,,,,-83.0,-70.0,-51.0,,-78.0,2948,"(10, 50)",-30.63155182771429
"(17, 58)",-67.0,-54.0,-63.0,,-67.0,-68.0,-44.0,-61.0,-72.0,2948,"(10, 50)",-17.69514250834929
"(17, 58)",-71.0,,-60.0,-64.0,-78.0,,-52.0,-59.0,-70.0,2948,"(8, 88)",-20.743227302633077
"(17, 58)",,,,,,,,-66.0,-83.0,2948,"(3, 102)",-50.8927839841713
"(17, 58)",-57.0,-62.0,,,-67.0,-71.0,-48.0,-60.0,-79.0,2948,"(10, 50)",-19.26586935660278
"(17, 58)",-69.0,-49.0,,,-65.0,-68.0,-43.0,-62.0,-75.0,2948,"(10, 50)",-17.528622773374387
"(17, 58)",-61.0,-47.0,,,-68.0,-63.0,-45.0,-69.0,-80.0,2948,"(12, 30)",-19.395323931479673
"(17, 58)",-57.0,-68.0,-65.0,,-71.0,-71.0,-47.0,-69.0,-82.0,2948,"(10, 50)",-24.815964202862183
"(17, 58)",-63.0,-55.0,-53.0,,-74.0,-72.0,-47.0,-57.0,-66.0,2948,"(10, 50)",-14.713758079383089
"(17, 58)",-61.0,,-64.0,,-76.0,,,-64.0,-84.0,2948,"(7, 83)",-26.09241284337009
"(17, 58)",-71.0,-55.0,-50.0,-69.0,-82.0,,-49.0,-56.0,-79.0,2948,"(10, 68)",-19.951928780136637
"(17, 58)",-55.0,-54.0,,-77.0,-74.0,-68.0,-48.0,,,2948,"(12, 30)",-20.640390938336378
