tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(16, 106)",-64.0,-59.0,-67.0,,-73.0,-71.0,-58.0,-50.0,-75.0,2826
"(16, 106)",-63.0,,-64.0,-69.0,-77.0,-69.0,-58.0,,-71.0,2826
"(16, 106)",-66.0,-73.0,-65.0,-70.0,-75.0,-76.0,-54.0,-53.0,-72.0,2826
"(16, 106)",-64.0,-56.0,,-67.0,-70.0,-70.0,,-55.0,,2826
"(16, 106)",,,-59.0,-65.0,,,-65.0,-62.0,-67.0,2826
"(16, 106)",-72.0,-58.0,-64.0,-78.0,-75.0,-81.0,-49.0,,-74.0,2826
"(16, 106)",-76.0,,,-74.0,-73.0,,-47.0,-47.0,-71.0,2826
"(16, 106)",-85.0,-66.0,-64.0,-63.0,-83.0,-76.0,-52.0,-42.0,-71.0,2826
"(16, 106)",,-69.0,-62.0,,-83.0,,-51.0,-57.0,,2826
"(16, 106)",-64.0,-57.0,,,-77.0,-77.0,-52.0,-48.0,-74.0,2826
"(16, 106)",,-70.0,-65.0,-66.0,-84.0,,-53.0,-47.0,-68.0,2826
"(16, 106)",,,-67.0,-75.0,-73.0,,-54.0,,,2826
"(16, 106)",-77.0,-62.0,-61.0,-72.0,-77.0,-77.0,-49.0,,-79.0,2826
"(16, 106)",-65.0,-55.0,-65.0,-72.0,-74.0,-74.0,-47.0,-53.0,-73.0,2826
"(16, 106)",,-57.0,-64.0,-79.0,,,-47.0,-53.0,-78.0,2826
"(16, 106)",-64.0,-52.0,-63.0,,-70.0,,-48.0,-54.0,-71.0,2826
"(16, 106)",-70.0,-64.0,,-80.0,-72.0,-75.0,-50.0,-52.0,-83.0,2826
"(16, 106)",-67.0,-64.0,-66.0,-80.0,-75.0,,-60.0,-48.0,,2826
"(16, 106)",-68.0,-70.0,-61.0,,-80.0,-71.0,-51.0,-56.0,-72.0,2826
"(16, 106)",-63.0,-60.0,-68.0,,,-68.0,-45.0,-52.0,-71.0,2826
"(16, 106)",-75.0,-48.0,-69.0,,-67.0,-66.0,-58.0,,-68.0,2826
"(16, 106)",-63.0,-48.0,,-69.0,-69.0,-67.0,-51.0,-44.0,-67.0,2826
"(16, 106)",-66.0,-68.0,,-72.0,-83.0,-76.0,-52.0,-54.0,-74.0,2826
"(16, 106)",-75.0,-59.0,-69.0,-70.0,-71.0,-74.0,-49.0,-45.0,-69.0,2826
"(16, 106)",-73.0,-67.0,-62.0,,-79.0,-74.0,-50.0,-52.0,-77.0,2826
"(16, 106)",-73.0,-66.0,,,-81.0,-75.0,-55.0,-46.0,-72.0,2826
"(16, 106)",,-67.0,-65.0,-69.0,-84.0,-80.0,-50.0,-47.0,-69.0,2826
"(16, 106)",,-75.0,-61.0,-70.0,,-75.0,-69.0,-58.0,,2826
"(16, 106)",-64.0,-69.0,,-69.0,-76.0,-75.0,,-53.0,-69.0,2826
"(16, 106)",-75.0,-67.0,-58.0,-74.0,,-73.0,-54.0,,-82.0,2826
"(16, 106)",-69.0,,-66.0,,-70.0,,-59.0,-45.0,-73.0,2826
"(16, 106)",,,-62.0,,,,-54.0,-47.0,,2826
"(16, 106)",,,,,-73.0,,,-46.0,-65.0,2826
"(16, 106)",-62.0,-58.0,-67.0,-71.0,-74.0,-72.0,,-52.0,-69.0,2826
"(16, 106)",,,-69.0,-75.0,-67.0,,-47.0,-46.0,-68.0,2826
"(16, 106)",-62.0,-60.0,-67.0,-71.0,-68.0,-66.0,-49.0,-53.0,-74.0,2826
"(16, 106)",-67.0,-48.0,-69.0,,-69.0,,-47.0,-51.0,-79.0,2826
"(16, 106)",-67.0,-75.0,-64.0,,-82.0,-78.0,-59.0,,-74.0,2826
"(16, 106)",,-65.0,-64.0,-70.0,,,-55.0,,-73.0,2826
"(16, 106)",-79.0,-65.0,-61.0,-76.0,-73.0,,-65.0,-51.0,-75.0,2826
"(16, 106)",-82.0,-63.0,-62.0,,-79.0,-79.0,-56.0,-57.0,-72.0,2826
"(16, 106)",-64.0,-55.0,-72.0,,-69.0,-69.0,-47.0,-46.0,,2826
"(16, 106)",,-62.0,-68.0,,-81.0,-68.0,-49.0,-51.0,-76.0,2826
"(16, 106)",-75.0,-71.0,-62.0,-74.0,-81.0,-73.0,-62.0,-49.0,-76.0,2826
"(16, 106)",-68.0,-63.0,-55.0,-67.0,-74.0,,,-44.0,-70.0,2826
"(16, 106)",,,-70.0,-69.0,-69.0,-65.0,-45.0,,-65.0,2826
"(16, 106)",-72.0,-65.0,-61.0,-59.0,-78.0,-80.0,-66.0,-47.0,-71.0,2826
"(16, 106)",,-52.0,-60.0,-76.0,-69.0,,-55.0,,-73.0,2826
"(16, 106)",-76.0,-66.0,-67.0,-69.0,,-79.0,-71.0,-50.0,-74.0,2826
"(16, 106)",,-57.0,-67.0,,-71.0,,-47.0,,-70.0,2826
"(16, 106)",-65.0,-53.0,-66.0,-72.0,,-66.0,-49.0,-49.0,-80.0,2826
"(16, 106)",-74.0,-59.0,-68.0,,,-65.0,-45.0,-50.0,-65.0,2826
"(16, 106)",-69.0,-55.0,,-72.0,-74.0,-66.0,-60.0,-46.0,,2826
"(16, 106)",,-70.0,-64.0,,-73.0,-72.0,-49.0,-44.0,-77.0,2826
"(16, 106)",,,-74.0,,,,-60.0,-51.0,-71.0,2826
"(16, 106)",-66.0,,-56.0,-62.0,,-76.0,-52.0,-49.0,-66.0,2826
"(16, 106)",-69.0,,-59.0,,-83.0,,-66.0,,-75.0,2826
"(16, 106)",-73.0,-46.0,-71.0,-72.0,-70.0,-68.0,-51.0,-41.0,-69.0,2826
"(16, 106)",,-65.0,,,,,-56.0,,-70.0,2826
"(16, 106)",-73.0,-50.0,,,-69.0,-69.0,-47.0,-51.0,-75.0,2826
"(16, 106)",-76.0,-70.0,-65.0,,-84.0,-74.0,-52.0,,-76.0,2826
"(16, 106)",,-62.0,-63.0,,,-69.0,-57.0,-59.0,-74.0,2826
"(16, 106)",,,-57.0,,,,-61.0,-49.0,-71.0,2826
"(16, 106)",-63.0,-52.0,,-74.0,-71.0,-74.0,-46.0,-46.0,-79.0,2826
"(16, 106)",-66.0,,-58.0,-68.0,,,-54.0,-54.0,-79.0,2826
"(16, 106)",-60.0,,-61.0,-72.0,-68.0,-70.0,-53.0,-50.0,-75.0,2826
"(16, 106)",-71.0,-60.0,-62.0,,-79.0,,-53.0,-45.0,-75.0,2826
"(16, 106)",,-70.0,-61.0,-80.0,-81.0,,-55.0,-44.0,-75.0,2826
"(16, 106)",,,,,,,,-51.0,-73.0,2826
"(16, 106)",,,-64.0,-65.0,-79.0,-75.0,-55.0,-47.0,-68.0,2826
"(16, 106)",,-76.0,,,,,,-55.0,,2826
"(16, 106)",-68.0,-58.0,-72.0,,-74.0,-70.0,-44.0,-49.0,-79.0,2826
"(16, 106)",,-55.0,,,,,-46.0,-48.0,-70.0,2826
"(16, 106)",-64.0,-53.0,,-74.0,-77.0,-71.0,,-48.0,,2826
"(16, 106)",-74.0,-50.0,-63.0,,-64.0,-66.0,-54.0,-52.0,-66.0,2826
"(16, 106)",,-67.0,-62.0,,,,-52.0,-47.0,-76.0,2826
"(16, 106)",-69.0,-59.0,,-68.0,-77.0,,,-45.0,-68.0,2826
"(16, 106)",-71.0,-80.0,,-70.0,-79.0,-79.0,-54.0,-57.0,-71.0,2826
"(16, 106)",-66.0,-69.0,-69.0,-62.0,-81.0,-74.0,-54.0,-54.0,-68.0,2826
"(16, 106)",-63.0,-58.0,-68.0,-70.0,-71.0,-71.0,-48.0,-60.0,-68.0,2826
"(16, 106)",,,,-70.0,-69.0,,,,,2826
"(16, 106)",-71.0,-66.0,-64.0,,-82.0,-78.0,-55.0,-50.0,-76.0,2826
"(16, 106)",-66.0,-72.0,-59.0,-68.0,-75.0,-74.0,-58.0,,-79.0,2826
"(16, 106)",-73.0,-61.0,-64.0,-65.0,-79.0,,-50.0,,,2826
"(16, 106)",-67.0,-53.0,-66.0,-75.0,-74.0,-66.0,-47.0,-48.0,-71.0,2826
"(16, 106)",,,-62.0,-69.0,,,-54.0,-54.0,-65.0,2826
"(16, 106)",,-59.0,-68.0,-71.0,,,-57.0,-52.0,-69.0,2826
"(16, 106)",-76.0,,-55.0,-70.0,-81.0,,-49.0,-56.0,,2826
"(16, 106)",-70.0,-54.0,-70.0,-74.0,,,-58.0,-45.0,-73.0,2826
"(16, 106)",-73.0,-71.0,-66.0,,-85.0,-86.0,-59.0,-62.0,,2826
"(16, 106)",-66.0,,-66.0,,-73.0,-68.0,-52.0,-48.0,-72.0,2826
"(16, 106)",-63.0,,-65.0,-71.0,-74.0,-73.0,,,-73.0,2826
"(16, 106)",-80.0,-71.0,,,,,-62.0,-55.0,,2826
"(16, 106)",-71.0,-77.0,-63.0,-55.0,-80.0,-81.0,-59.0,-55.0,-60.0,2826
"(16, 106)",-60.0,-54.0,-63.0,-70.0,-72.0,-71.0,-50.0,-52.0,-74.0,2826
"(16, 106)",-63.0,-54.0,-68.0,,-73.0,-67.0,-51.0,-47.0,-71.0,2826
"(16, 106)",,-67.0,,-62.0,,,-64.0,-48.0,-61.0,2826
"(16, 106)",-76.0,-61.0,-66.0,-62.0,-74.0,-73.0,-55.0,-45.0,,2826
"(16, 106)",-65.0,-66.0,,,-86.0,,-63.0,,-67.0,2826
"(16, 106)",-74.0,-66.0,-57.0,-69.0,,-77.0,-52.0,-54.0,-73.0,2826
"(16, 106)",,,-57.0,,-80.0,,-48.0,,-76.0,2826
"(16, 106)",-76.0,-54.0,-68.0,,,,-42.0,-45.0,-64.0,2826
"(16, 106)",-71.0,,-57.0,-71.0,,,-55.0,-52.0,-73.0,2826
"(16, 106)",,-68.0,-62.0,,-85.0,,-53.0,-49.0,-76.0,2826
"(16, 106)",,-52.0,-61.0,,-72.0,-77.0,-45.0,,-72.0,2826
"(16, 106)",-71.0,-72.0,-58.0,-70.0,-77.0,-75.0,-53.0,,-70.0,2826
"(16, 106)",,,,-83.0,,,-47.0,-54.0,-77.0,2826
"(16, 106)",,-63.0,-73.0,,-76.0,-77.0,-54.0,-45.0,-75.0,2826
"(16, 106)",-74.0,-62.0,,,-73.0,,,,-74.0,2826
"(16, 106)",-63.0,-51.0,-62.0,-71.0,-73.0,-74.0,-46.0,-53.0,-63.0,2826
"(16, 106)",-71.0,-67.0,-61.0,-72.0,,-74.0,-62.0,-46.0,-67.0,2826
"(16, 106)",-66.0,-55.0,-71.0,-69.0,-68.0,,-51.0,-47.0,-76.0,2826
"(16, 106)",,-49.0,-66.0,-70.0,-72.0,,-46.0,-54.0,-66.0,2826
"(16, 106)",,,,,-72.0,,-47.0,-54.0,-70.0,2826
"(16, 106)",-70.0,-61.0,-61.0,-67.0,-83.0,-77.0,-60.0,-45.0,-65.0,2826
"(16, 106)",-66.0,-50.0,-65.0,-70.0,-73.0,-69.0,-51.0,-50.0,,2826
"(16, 106)",-69.0,-48.0,-70.0,,,-66.0,-46.0,-47.0,-65.0,2826
"(16, 106)",-69.0,-57.0,-68.0,,-76.0,-70.0,-46.0,-46.0,-81.0,2826
"(16, 106)",-75.0,-71.0,-61.0,-75.0,-80.0,-72.0,,-48.0,-75.0,2826
"(16, 106)",,-55.0,-67.0,-74.0,,,-49.0,,-74.0,2826
"(16, 106)",-66.0,-72.0,-67.0,,,,-64.0,-59.0,-70.0,2826
"(16, 106)",-77.0,-63.0,-63.0,-70.0,-77.0,-76.0,-61.0,,-72.0,2826
"(16, 106)",-74.0,,-70.0,,-82.0,,-54.0,,,2826
"(16, 106)",-77.0,-65.0,-60.0,,-80.0,-79.0,-61.0,-50.0,-77.0,2826
"(16, 106)",,-70.0,-61.0,-73.0,-81.0,,-59.0,-52.0,-79.0,2826
"(16, 106)",,-57.0,-70.0,-72.0,-72.0,-70.0,,-43.0,-73.0,2826
"(16, 106)",,-52.0,-66.0,,-68.0,-69.0,-52.0,-44.0,-73.0,2826
"(16, 106)",-65.0,-48.0,-68.0,-69.0,,-72.0,-47.0,,-63.0,2826
"(16, 106)",-73.0,,-61.0,-68.0,-76.0,-71.0,-61.0,-47.0,-74.0,2826
"(16, 106)",-72.0,-59.0,,-67.0,-71.0,-65.0,,-52.0,,2826
"(16, 106)",,-68.0,,,-79.0,,-54.0,-49.0,,2826
"(16, 106)",-60.0,-54.0,,-70.0,-71.0,-71.0,,-48.0,-77.0,2826
"(16, 106)",,-67.0,-63.0,-66.0,,,-56.0,-59.0,-67.0,2826
"(16, 106)",-67.0,-60.0,-62.0,-72.0,-72.0,-72.0,-53.0,,-76.0,2826
"(16, 106)",,-62.0,-63.0,-65.0,-76.0,-81.0,-65.0,-51.0,-73.0,2826
"(16, 106)",-77.0,-65.0,-63.0,-60.0,-80.0,,,-46.0,,2826
"(16, 106)",-60.0,,,,-73.0,,-50.0,,,2826
"(16, 106)",-72.0,-70.0,,,-78.0,,-52.0,-60.0,-76.0,2826
"(16, 106)",-68.0,-69.0,-63.0,-81.0,-80.0,-71.0,-47.0,-51.0,-76.0,2826
"(16, 106)",-63.0,-57.0,-66.0,,-72.0,-73.0,-54.0,-44.0,-76.0,2826
"(16, 106)",-68.0,,,,,,,-48.0,-69.0,2826
"(16, 106)",-71.0,-64.0,-61.0,-81.0,-79.0,,-48.0,-53.0,-77.0,2826
"(16, 106)",-60.0,,-64.0,,,-64.0,,-50.0,-72.0,2826
"(16, 106)",-66.0,-63.0,-67.0,-79.0,-76.0,-75.0,-51.0,-50.0,-76.0,2826
"(16, 106)",-67.0,-59.0,-70.0,,-76.0,-75.0,-58.0,-51.0,-78.0,2826
"(16, 106)",-68.0,-58.0,-62.0,,-78.0,,-49.0,-45.0,-79.0,2826
"(16, 106)",,-58.0,,-73.0,,,-49.0,-47.0,-73.0,2826
"(16, 106)",-62.0,-55.0,-62.0,-70.0,-78.0,,-48.0,-50.0,-70.0,2826
"(16, 106)",,,-63.0,-70.0,,,-56.0,-52.0,-73.0,2826
"(16, 106)",,-62.0,-62.0,-63.0,-76.0,,-58.0,-56.0,-76.0,2826
"(16, 106)",-68.0,-66.0,-73.0,-63.0,,,-54.0,-48.0,-65.0,2826
"(16, 106)",-74.0,-55.0,-62.0,-65.0,,-80.0,-65.0,-41.0,-70.0,2826
"(16, 106)",-59.0,-54.0,-60.0,,-69.0,-70.0,-56.0,-49.0,-73.0,2826
"(16, 106)",-70.0,-64.0,-57.0,-70.0,-88.0,,-58.0,-55.0,-67.0,2826
"(16, 106)",,-68.0,-61.0,-78.0,-76.0,,-61.0,-57.0,-76.0,2826
"(16, 106)",-62.0,-51.0,-65.0,-73.0,-78.0,-72.0,-48.0,-59.0,-74.0,2826
"(16, 106)",-70.0,-75.0,-61.0,-58.0,-84.0,-84.0,-60.0,-62.0,-58.0,2826
"(16, 106)",-80.0,-68.0,-60.0,-77.0,-89.0,-80.0,-64.0,-46.0,-75.0,2826
"(16, 106)",-70.0,,-57.0,-66.0,-77.0,-80.0,-55.0,,-69.0,2826
"(16, 106)",-63.0,-48.0,-62.0,-75.0,-70.0,,-50.0,-44.0,-63.0,2826
"(16, 106)",-69.0,-65.0,-61.0,-62.0,-79.0,-76.0,-55.0,-54.0,-67.0,2826
"(16, 106)",-74.0,,-62.0,-66.0,,-77.0,-64.0,,,2826
"(16, 106)",-77.0,-49.0,-72.0,-75.0,-67.0,-67.0,-52.0,,-73.0,2826
"(16, 106)",,,-63.0,-69.0,-85.0,,,-59.0,-69.0,2826
"(16, 106)",-67.0,-65.0,-56.0,-69.0,-81.0,-88.0,-54.0,-60.0,-75.0,2826
"(16, 106)",-74.0,-47.0,-65.0,,-67.0,-70.0,-56.0,,-68.0,2826
"(16, 106)",-69.0,-54.0,-60.0,,-73.0,-72.0,-46.0,-47.0,-75.0,2826
"(16, 106)",,,-59.0,-74.0,-79.0,,,,,2826
"(16, 106)",-65.0,-60.0,-67.0,-69.0,-72.0,-68.0,,-62.0,,2826
"(16, 106)",-74.0,-63.0,-66.0,,-82.0,-80.0,-59.0,,-70.0,2826
"(16, 106)",-64.0,-56.0,-66.0,-71.0,-74.0,,-50.0,-50.0,-76.0,2826
"(16, 106)",-66.0,-53.0,-65.0,,-71.0,-67.0,-47.0,,-75.0,2826
"(16, 106)",-69.0,,,-70.0,,-74.0,-53.0,-52.0,-74.0,2826
"(16, 106)",-71.0,-53.0,-62.0,-74.0,,,-48.0,-63.0,,2826
"(16, 106)",-76.0,-49.0,,,-68.0,-67.0,-50.0,,-76.0,2826
"(16, 106)",-65.0,-52.0,-66.0,-70.0,-73.0,-70.0,-48.0,,-64.0,2826
"(16, 106)",-66.0,-63.0,-57.0,-72.0,-74.0,-76.0,-50.0,,-72.0,2826
"(16, 106)",-65.0,-70.0,-65.0,-71.0,,,-57.0,-53.0,-73.0,2826
"(16, 106)",-67.0,-54.0,-65.0,,-74.0,-68.0,-49.0,-46.0,-73.0,2826
"(16, 106)",-71.0,-64.0,-56.0,,-79.0,,-66.0,,,2826
"(16, 106)",-65.0,-59.0,-67.0,-81.0,,-69.0,-50.0,-52.0,,2826
"(16, 106)",-65.0,,-69.0,-75.0,-74.0,,-53.0,-47.0,-65.0,2826
"(16, 106)",-65.0,-63.0,-65.0,-68.0,-69.0,-72.0,-44.0,-53.0,-61.0,2826
"(16, 106)",-65.0,,-68.0,-67.0,-70.0,,-46.0,-44.0,-69.0,2826
"(16, 106)",,-55.0,-64.0,,-77.0,,-46.0,,-75.0,2826
"(16, 106)",-60.0,-60.0,-59.0,-71.0,-74.0,-70.0,-45.0,-54.0,-77.0,2826
"(16, 106)",,,-64.0,-68.0,,,,-46.0,-68.0,2826
"(16, 106)",-67.0,,-70.0,-74.0,-73.0,,-48.0,-49.0,-81.0,2826
"(16, 106)",-74.0,-52.0,-69.0,,-77.0,-77.0,-51.0,-41.0,-70.0,2826
"(16, 106)",-78.0,-63.0,-68.0,-76.0,-81.0,-77.0,-48.0,-52.0,,2826
"(16, 106)",-63.0,-66.0,-57.0,-68.0,-73.0,-74.0,-53.0,-58.0,,2826
"(16, 106)",,-66.0,-60.0,-66.0,,-75.0,-75.0,-45.0,-71.0,2826
"(16, 106)",-60.0,-57.0,-67.0,-70.0,-71.0,-76.0,-55.0,-49.0,-67.0,2826
"(16, 106)",-70.0,-67.0,-63.0,-73.0,-74.0,-78.0,-54.0,,-83.0,2826
"(16, 106)",-71.0,-56.0,-64.0,-69.0,-75.0,-73.0,-55.0,,-68.0,2826
"(16, 106)",-67.0,-51.0,,-63.0,-72.0,-70.0,-50.0,-42.0,-73.0,2826
"(16, 106)",-64.0,-56.0,-62.0,-68.0,-81.0,-70.0,-46.0,,-66.0,2826
"(16, 106)",-66.0,-58.0,,,,-73.0,-64.0,-43.0,-71.0,2826
"(16, 106)",,-65.0,-60.0,-54.0,,,-50.0,-51.0,-64.0,2826
"(16, 106)",-70.0,-53.0,-63.0,-68.0,-76.0,-72.0,-50.0,-51.0,-67.0,2826
"(16, 106)",-66.0,-51.0,-68.0,-71.0,-75.0,,-49.0,,-71.0,2826
"(16, 106)",-61.0,-51.0,-67.0,-71.0,,-65.0,,-52.0,-69.0,2826
"(16, 106)",,,-58.0,-72.0,,,,-49.0,,2826
"(16, 106)",,-71.0,,,,-85.0,-58.0,,-64.0,2826
"(16, 106)",-60.0,-52.0,,,-73.0,-72.0,-47.0,-46.0,,2826
"(16, 106)",-70.0,-51.0,-59.0,,-70.0,-73.0,-49.0,,-69.0,2826
"(16, 106)",-65.0,-66.0,-58.0,-72.0,-79.0,,-50.0,-59.0,,2826
"(16, 106)",-63.0,-53.0,-63.0,-70.0,-74.0,,,,,2826
"(16, 106)",,,,,,,,-52.0,-74.0,2826
"(16, 106)",-65.0,,,,-73.0,,-52.0,-47.0,-67.0,2826
"(16, 106)",,-69.0,-56.0,-67.0,-76.0,,-57.0,-55.0,-69.0,2826
"(16, 106)",-69.0,-62.0,-59.0,-79.0,-74.0,-75.0,-60.0,-51.0,-73.0,2826
"(16, 106)",-61.0,-62.0,,,-77.0,-76.0,-49.0,-56.0,-73.0,2826
"(16, 106)",-63.0,-56.0,,,-81.0,-82.0,,,-75.0,2826
"(16, 106)",,-75.0,-58.0,,-80.0,-74.0,-62.0,-52.0,-71.0,2826
"(16, 106)",,-52.0,-63.0,-68.0,-70.0,,-49.0,-48.0,-67.0,2826
"(16, 106)",,,,-64.0,,,-46.0,-46.0,,2826
"(16, 106)",-66.0,-55.0,-70.0,,-72.0,-74.0,-43.0,-59.0,-61.0,2826
"(16, 106)",-64.0,-55.0,-62.0,-74.0,-68.0,,-52.0,-50.0,-68.0,2826
"(16, 106)",-69.0,-69.0,-63.0,,-80.0,-78.0,-52.0,-55.0,-77.0,2826
"(16, 106)",-71.0,-58.0,-75.0,,-83.0,-76.0,-47.0,,-68.0,2826
"(16, 106)",,,-60.0,-71.0,,,,-52.0,-73.0,2826
"(16, 106)",-71.0,-71.0,,-75.0,-82.0,,,-51.0,,2826
"(16, 106)",-65.0,-54.0,,-72.0,-68.0,,-48.0,-54.0,,2826
"(16, 106)",-65.0,-53.0,-66.0,-75.0,-76.0,-71.0,-51.0,-50.0,-71.0,2826
"(16, 106)",,-62.0,-70.0,,-77.0,-71.0,,-53.0,-74.0,2826
"(16, 106)",,-60.0,-74.0,-73.0,,-74.0,-60.0,-49.0,-78.0,2826
"(16, 106)",-78.0,-67.0,-61.0,-60.0,,-73.0,-52.0,,-70.0,2826
"(16, 106)",-68.0,-66.0,-60.0,,-73.0,,-78.0,-50.0,-71.0,2826
"(16, 106)",-69.0,-60.0,-67.0,-75.0,-84.0,,-50.0,,-77.0,2826
"(16, 106)",,-50.0,-69.0,,,-77.0,,-39.0,-72.0,2826
"(16, 106)",-71.0,,,,,-77.0,-51.0,-52.0,-71.0,2826
"(16, 106)",,,-63.0,-59.0,,,-53.0,-47.0,-67.0,2826
"(16, 106)",-71.0,-62.0,-62.0,-68.0,,,,-43.0,-68.0,2826
"(16, 106)",-64.0,-49.0,,-73.0,-72.0,-72.0,-45.0,,-64.0,2826
"(16, 106)",,-68.0,-71.0,,,,,-52.0,-80.0,2826
"(16, 106)",,-63.0,-66.0,-67.0,,,,,-64.0,2826
"(16, 106)",-76.0,-58.0,-62.0,-68.0,-73.0,-74.0,-58.0,-57.0,-71.0,2826
"(16, 106)",-60.0,-53.0,-67.0,-70.0,-72.0,-75.0,-54.0,-52.0,-67.0,2826
"(16, 106)",-69.0,-59.0,-70.0,-74.0,-71.0,,-55.0,-50.0,-69.0,2826
"(16, 106)",-60.0,-50.0,-64.0,,-79.0,-69.0,,-47.0,-67.0,2826
"(16, 106)",,-59.0,-65.0,-76.0,-82.0,-69.0,,-53.0,-64.0,2826
"(16, 106)",-65.0,-58.0,-68.0,-68.0,,-69.0,-51.0,-59.0,-70.0,2826
"(16, 106)",,,-64.0,-75.0,,-71.0,-49.0,-46.0,-75.0,2826
"(16, 106)",-77.0,-62.0,,-79.0,-78.0,-86.0,-62.0,-42.0,-76.0,2826
"(16, 106)",-68.0,-66.0,-72.0,,-77.0,,-69.0,-51.0,-73.0,2826
"(16, 106)",-68.0,-65.0,-66.0,-71.0,-80.0,-69.0,-53.0,-47.0,-68.0,2826
"(16, 106)",-65.0,-64.0,,-75.0,-74.0,-73.0,-58.0,-52.0,,2826
"(16, 106)",-69.0,,,-71.0,-71.0,,,-52.0,-62.0,2826
"(16, 106)",,,,,,-85.0,-61.0,,-68.0,2826
"(16, 106)",-62.0,-59.0,-67.0,,-69.0,-70.0,-46.0,-52.0,-65.0,2826
"(16, 106)",-63.0,-61.0,-67.0,-67.0,-72.0,-75.0,-56.0,,-66.0,2826
"(16, 106)",-68.0,-56.0,-67.0,-75.0,-71.0,-68.0,-62.0,-52.0,-74.0,2826
"(16, 106)",-71.0,,-60.0,-74.0,-70.0,-70.0,-49.0,,,2826
"(16, 106)",,,-62.0,-74.0,-73.0,,-52.0,-50.0,-72.0,2826
"(16, 106)",-61.0,-52.0,-67.0,-70.0,-74.0,-66.0,-49.0,-51.0,-66.0,2826
"(16, 106)",,-58.0,-63.0,,-79.0,-71.0,-47.0,-47.0,-66.0,2826
"(16, 106)",-65.0,-69.0,-58.0,-71.0,-72.0,-73.0,-48.0,-50.0,-72.0,2826
"(16, 106)",,-64.0,-69.0,,,-73.0,-54.0,-51.0,-80.0,2826
"(16, 106)",-68.0,-52.0,-59.0,,-68.0,,-46.0,-36.0,-69.0,2826
"(16, 106)",,,-62.0,,-69.0,-69.0,-55.0,,,2826
"(16, 106)",-75.0,-57.0,-67.0,,-77.0,,-56.0,-39.0,-77.0,2826
"(16, 106)",-65.0,,-57.0,,-76.0,-71.0,-51.0,-58.0,-68.0,2826
"(16, 106)",-74.0,,,-71.0,-77.0,,-49.0,-40.0,-72.0,2826
"(16, 106)",-69.0,-63.0,-66.0,-76.0,-80.0,-79.0,-54.0,,-75.0,2826
"(16, 106)",-61.0,-62.0,,,,,-46.0,-54.0,-76.0,2826
"(16, 106)",-71.0,-64.0,,,-75.0,-70.0,-57.0,-53.0,-74.0,2826
"(16, 106)",-65.0,-49.0,-61.0,-77.0,,-71.0,-52.0,,-68.0,2826
"(16, 106)",-70.0,-67.0,-76.0,,,,-60.0,,-67.0,2826
"(16, 106)",-60.0,,,-73.0,,-69.0,,,,2826
"(16, 106)",-61.0,-49.0,-63.0,,-68.0,-67.0,,-54.0,-70.0,2826
"(16, 106)",-67.0,,-60.0,-65.0,-69.0,-73.0,-43.0,-64.0,-60.0,2826
"(16, 106)",,-51.0,,,-74.0,-74.0,-47.0,,-72.0,2826
"(16, 106)",-68.0,,-66.0,,-68.0,-74.0,,-53.0,-74.0,2826
"(16, 106)",-64.0,-56.0,-65.0,-67.0,-70.0,-71.0,-48.0,-51.0,-61.0,2826
"(16, 106)",,-63.0,-62.0,,-80.0,-80.0,-51.0,-59.0,-70.0,2826
"(16, 106)",,-70.0,-69.0,-64.0,,,-64.0,,-64.0,2826
"(16, 106)",-68.0,-61.0,-70.0,,-77.0,-77.0,-53.0,-54.0,-77.0,2826
"(16, 106)",,,,,-76.0,,-59.0,-40.0,-78.0,2826
"(16, 106)",-71.0,-57.0,,,-80.0,,,,,2826
"(16, 106)",,,-69.0,-69.0,-73.0,-68.0,-49.0,-57.0,-65.0,2826
"(16, 106)",,-55.0,-72.0,-70.0,-75.0,-69.0,-50.0,-49.0,-68.0,2826
"(16, 106)",-69.0,-69.0,,-72.0,-76.0,-71.0,-52.0,,,2826
"(16, 106)",-75.0,-70.0,-58.0,-56.0,-82.0,-79.0,-56.0,-45.0,-60.0,2826
"(16, 106)",-68.0,-69.0,-68.0,-73.0,-74.0,-81.0,-48.0,-50.0,-76.0,2826
"(16, 106)",-63.0,,-66.0,,-69.0,-68.0,-55.0,-55.0,-63.0,2826
"(16, 106)",-65.0,-58.0,-70.0,-72.0,-75.0,,-61.0,-46.0,-74.0,2826
"(16, 106)",-71.0,-74.0,,-71.0,-77.0,-70.0,-57.0,-54.0,,2826
"(16, 106)",-70.0,-67.0,-56.0,,-81.0,-76.0,-54.0,-55.0,-72.0,2826
"(16, 106)",,-56.0,-66.0,,-74.0,-71.0,,,-67.0,2826
"(16, 106)",,-52.0,-69.0,-67.0,-73.0,-75.0,-47.0,-38.0,-68.0,2826
"(16, 106)",,-53.0,-65.0,-71.0,-71.0,-68.0,-45.0,-44.0,-71.0,2826
"(16, 106)",,,,,,,-50.0,-43.0,-74.0,2826
"(16, 106)",-71.0,-55.0,-66.0,-74.0,-68.0,-69.0,-51.0,-48.0,-76.0,2826
"(16, 106)",,-63.0,-59.0,,,,-65.0,,,2826
"(16, 106)",-68.0,-63.0,-65.0,-74.0,-77.0,-68.0,-45.0,-52.0,-64.0,2826
