tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(17, 74)",,-50.0,-58.0,-73.0,-65.0,-68.0,-44.0,-52.0,-73.0,2964
"(17, 74)",,-69.0,-60.0,-60.0,-81.0,-76.0,-53.0,-46.0,-68.0,2964
"(17, 74)",-71.0,-59.0,-56.0,-69.0,,-78.0,-67.0,-45.0,-65.0,2964
"(17, 74)",-62.0,,,-71.0,-70.0,,-49.0,-49.0,-72.0,2964
"(17, 74)",-68.0,-63.0,-69.0,-84.0,-75.0,,-51.0,-60.0,-74.0,2964
"(17, 74)",-63.0,,-67.0,,-78.0,-67.0,-54.0,-47.0,-71.0,2964
"(17, 74)",-69.0,-63.0,-71.0,,-81.0,,-62.0,-44.0,-66.0,2964
"(17, 74)",-75.0,-55.0,-61.0,-76.0,-76.0,-67.0,-59.0,-57.0,-76.0,2964
"(17, 74)",,-67.0,,-65.0,,,,-45.0,-68.0,2964
"(17, 74)",,-59.0,,,-72.0,-73.0,,-50.0,,2964
"(17, 74)",,,-71.0,,,,-66.0,,,2964
"(17, 74)",-72.0,-58.0,-71.0,-81.0,-74.0,-81.0,-57.0,-63.0,,2964
"(17, 74)",-65.0,-55.0,-63.0,-70.0,-74.0,,,-53.0,,2964
"(17, 74)",,-61.0,,-77.0,,,,-53.0,,2964
"(17, 74)",,-60.0,,,-80.0,-77.0,,-63.0,,2964
"(17, 74)",-65.0,-47.0,-61.0,,-67.0,-69.0,-49.0,-49.0,,2964
"(17, 74)",-72.0,-61.0,-74.0,,-77.0,,-64.0,-59.0,,2964
"(17, 74)",-61.0,,,-70.0,-77.0,-70.0,-46.0,-47.0,,2964
"(17, 74)",-61.0,,-67.0,-75.0,-71.0,-71.0,-47.0,-55.0,,2964
"(17, 74)",-65.0,,-64.0,,-76.0,,-46.0,-50.0,,2964
"(17, 74)",-70.0,-52.0,,,,,,-61.0,,2964
"(17, 74)",-64.0,-67.0,-64.0,-61.0,-77.0,-78.0,-51.0,-49.0,-70.0,2964
"(17, 74)",-70.0,-64.0,-68.0,,-80.0,,-56.0,-55.0,-75.0,2964
"(17, 74)",,-51.0,-65.0,,-77.0,-74.0,-60.0,-60.0,-76.0,2964
"(17, 74)",-69.0,-64.0,-63.0,-58.0,-80.0,,-58.0,-51.0,-69.0,2964
"(17, 74)",-65.0,-51.0,-63.0,-81.0,-76.0,-71.0,-69.0,-59.0,-73.0,2964
"(17, 74)",-74.0,-62.0,-76.0,,-75.0,,-54.0,-61.0,-74.0,2964
"(17, 74)",-62.0,-53.0,-64.0,,,,-59.0,,-73.0,2964
"(17, 74)",,-59.0,-65.0,,,,-50.0,-55.0,-72.0,2964
"(17, 74)",,,-71.0,,-76.0,,-54.0,,-78.0,2964
"(17, 74)",-69.0,-58.0,,,-82.0,-73.0,-56.0,,-75.0,2964
"(17, 74)",-70.0,-60.0,-67.0,,-77.0,,-48.0,-62.0,-76.0,2964
"(17, 74)",-63.0,,-66.0,-71.0,-74.0,,-48.0,-49.0,-71.0,2964
"(17, 74)",-73.0,-62.0,-53.0,,-81.0,-75.0,-55.0,-46.0,-79.0,2964
"(17, 74)",-66.0,-57.0,,,-76.0,-68.0,-55.0,-53.0,-75.0,2964
"(17, 74)",-71.0,-59.0,-66.0,-75.0,-80.0,-74.0,-54.0,,,2964
"(17, 74)",-60.0,-55.0,-64.0,,,-68.0,-43.0,-48.0,-70.0,2964
"(17, 74)",-78.0,-57.0,-65.0,-72.0,-77.0,,-50.0,-48.0,-67.0,2964
"(17, 74)",-71.0,-46.0,,-71.0,-72.0,-65.0,-51.0,,-66.0,2964
"(17, 74)",-62.0,-50.0,-70.0,,-74.0,-70.0,-44.0,-46.0,-73.0,2964
"(17, 74)",-68.0,-51.0,-66.0,-78.0,,,-64.0,-62.0,-79.0,2964
"(17, 74)",,-61.0,,,,,-57.0,,,2964
"(17, 74)",,-51.0,-66.0,,-79.0,-78.0,-67.0,-57.0,-79.0,2964
"(17, 74)",-67.0,-65.0,-66.0,-61.0,,-78.0,-55.0,-59.0,-71.0,2964
"(17, 74)",-59.0,-55.0,-65.0,,-73.0,-69.0,-47.0,-53.0,-73.0,2964
"(17, 74)",-66.0,-47.0,-67.0,,-81.0,-66.0,-56.0,-46.0,-69.0,2964
"(17, 74)",-65.0,-57.0,,,-75.0,-71.0,,-52.0,,2964
"(17, 74)",-65.0,,-63.0,-59.0,,,-60.0,-44.0,-69.0,2964
"(17, 74)",-59.0,,-63.0,-75.0,-67.0,,-52.0,,-79.0,2964
"(17, 74)",-68.0,-62.0,,,-74.0,-76.0,-53.0,,-65.0,2964
"(17, 74)",-70.0,-70.0,-70.0,,,-72.0,-55.0,-66.0,-79.0,2964
"(17, 74)",,-68.0,-64.0,-59.0,,-75.0,-56.0,,-67.0,2964
"(17, 74)",,-62.0,-60.0,,-78.0,-77.0,-64.0,,-75.0,2964
"(17, 74)",-69.0,-60.0,-62.0,-69.0,-79.0,,,-47.0,-71.0,2964
"(17, 74)",-75.0,-66.0,,-66.0,-79.0,-83.0,-56.0,-51.0,-66.0,2964
"(17, 74)",-73.0,-63.0,-67.0,-60.0,-78.0,-74.0,-60.0,-48.0,,2964
"(17, 74)",,-60.0,,,,,-54.0,-58.0,-74.0,2964
"(17, 74)",,,-66.0,,-72.0,-68.0,-54.0,-61.0,-74.0,2964
"(17, 74)",,-60.0,-65.0,-76.0,,,-52.0,-55.0,-69.0,2964
"(17, 74)",,-47.0,-69.0,-69.0,-83.0,-72.0,,-46.0,-73.0,2964
"(17, 74)",-68.0,-65.0,,,,,-59.0,,-66.0,2964
"(17, 74)",-77.0,-53.0,-69.0,-75.0,,,-53.0,-61.0,,2964
"(17, 74)",-63.0,-68.0,,-60.0,-74.0,-77.0,-64.0,-50.0,-66.0,2964
"(17, 74)",-74.0,-65.0,-62.0,,-79.0,-79.0,-54.0,-44.0,-68.0,2964
"(17, 74)",-61.0,-52.0,-60.0,-69.0,-69.0,-70.0,-48.0,,-75.0,2964
"(17, 74)",-75.0,-59.0,-66.0,-77.0,-79.0,,-51.0,,-76.0,2964
"(17, 74)",-66.0,-65.0,,,-76.0,-68.0,,,,2964
"(17, 74)",-62.0,,-63.0,-74.0,-69.0,,,-47.0,-73.0,2964
"(17, 74)",-74.0,-62.0,-75.0,-83.0,-87.0,-80.0,-52.0,-66.0,-79.0,2964
"(17, 74)",-58.0,-54.0,,,-80.0,,-46.0,-49.0,,2964
"(17, 74)",-70.0,-55.0,-59.0,,-78.0,-64.0,-62.0,-57.0,,2964
"(17, 74)",,,-66.0,-69.0,,-67.0,-49.0,-48.0,-68.0,2964
"(17, 74)",-75.0,-58.0,-63.0,-73.0,,-77.0,-49.0,-53.0,-71.0,2964
"(17, 74)",,-57.0,-66.0,-72.0,-81.0,-78.0,-54.0,-54.0,-70.0,2964
"(17, 74)",-64.0,-58.0,-68.0,-83.0,-76.0,-75.0,-57.0,-69.0,-80.0,2964
"(17, 74)",-71.0,,-62.0,,,,-64.0,-53.0,-67.0,2964
"(17, 74)",-58.0,,-63.0,,,,-47.0,,-71.0,2964
"(17, 74)",-64.0,-56.0,-59.0,-62.0,,,-50.0,-53.0,-70.0,2964
"(17, 74)",-60.0,-51.0,-60.0,,-68.0,-71.0,-49.0,-50.0,-74.0,2964
"(17, 74)",-71.0,-51.0,-63.0,,-85.0,-78.0,-65.0,-62.0,-74.0,2964
"(17, 74)",-66.0,-66.0,-61.0,-64.0,,,-55.0,-60.0,-67.0,2964
"(17, 74)",-66.0,-63.0,-59.0,-58.0,-74.0,-80.0,-62.0,-50.0,-65.0,2964
"(17, 74)",-73.0,-51.0,,-73.0,-74.0,-66.0,-64.0,-55.0,,2964
"(17, 74)",-71.0,,-64.0,-80.0,-80.0,-75.0,-55.0,,-75.0,2964
"(17, 74)",-73.0,-59.0,,,-77.0,-69.0,-54.0,-60.0,,2964
"(17, 74)",-67.0,-59.0,-63.0,,-86.0,-74.0,-53.0,,-74.0,2964
"(17, 74)",-72.0,-57.0,-71.0,-78.0,-77.0,-74.0,-63.0,-69.0,-77.0,2964
"(17, 74)",-62.0,-66.0,-73.0,-61.0,,,-52.0,-52.0,-69.0,2964
"(17, 74)",-64.0,-69.0,-69.0,-70.0,-75.0,-75.0,-48.0,,-69.0,2964
"(17, 74)",-63.0,-64.0,-66.0,-62.0,-79.0,-73.0,,,-74.0,2964
"(17, 74)",-68.0,,-60.0,,-80.0,-79.0,,-54.0,-68.0,2964
"(17, 74)",-65.0,,-69.0,-71.0,-75.0,-70.0,-55.0,-54.0,-75.0,2964
"(17, 74)",-65.0,,-67.0,-70.0,,-67.0,-53.0,-49.0,-71.0,2964
"(17, 74)",-65.0,,,-58.0,-81.0,-79.0,-71.0,-51.0,,2964
"(17, 74)",-61.0,-52.0,-67.0,,-75.0,-72.0,-44.0,-52.0,-80.0,2964
"(17, 74)",-64.0,,-64.0,-68.0,-73.0,,,,-71.0,2964
"(17, 74)",,,,-70.0,-72.0,,,-51.0,-71.0,2964
"(17, 74)",-71.0,-64.0,-69.0,-70.0,-82.0,-76.0,-57.0,-52.0,,2964
"(17, 74)",-58.0,,-69.0,-70.0,-79.0,,-63.0,,,2964
"(17, 74)",,-65.0,-58.0,-57.0,,,-60.0,-56.0,-72.0,2964
"(17, 74)",,,,-61.0,-75.0,,,-59.0,-65.0,2964
"(17, 74)",-68.0,-45.0,-67.0,,-74.0,-70.0,-51.0,-48.0,-72.0,2964
"(17, 74)",-67.0,-49.0,-67.0,,-78.0,-67.0,-69.0,,-74.0,2964
"(17, 74)",-66.0,,-66.0,,-79.0,-78.0,,,,2964
"(17, 74)",-73.0,-51.0,-60.0,-74.0,-75.0,-64.0,-59.0,-57.0,,2964
"(17, 74)",-79.0,,-69.0,,,-75.0,-50.0,-68.0,,2964
"(17, 74)",-58.0,-54.0,-62.0,,-65.0,-74.0,-48.0,-51.0,-81.0,2964
"(17, 74)",-69.0,-63.0,-71.0,,-78.0,-69.0,-55.0,-66.0,-70.0,2964
"(17, 74)",-60.0,-46.0,-63.0,-68.0,-69.0,-77.0,-49.0,-48.0,-73.0,2964
"(16, 122)",-80.0,,-60.0,-59.0,-87.0,,,,,2842
"(16, 122)",-71.0,-56.0,-44.0,-68.0,-73.0,-74.0,-51.0,-46.0,-63.0,2842
"(16, 122)",-70.0,-63.0,-46.0,-67.0,-75.0,-72.0,-49.0,-43.0,,2842
"(16, 122)",,,-54.0,-71.0,,,-51.0,-45.0,-69.0,2842
"(16, 122)",-77.0,-67.0,-43.0,-65.0,-81.0,-81.0,,,-55.0,2842
"(16, 122)",-73.0,-66.0,-50.0,,-71.0,-76.0,-54.0,-50.0,-65.0,2842
"(16, 122)",-76.0,-64.0,-50.0,-71.0,-77.0,-71.0,-47.0,-42.0,-64.0,2842
"(16, 122)",-75.0,-60.0,-47.0,,-73.0,-73.0,-52.0,-40.0,-61.0,2842
"(16, 122)",-70.0,-62.0,,-62.0,-75.0,,-50.0,-51.0,-63.0,2842
"(16, 122)",,-66.0,-50.0,-67.0,-73.0,-76.0,-55.0,-62.0,,2842
"(16, 122)",,-74.0,-52.0,-53.0,,,-58.0,-52.0,-59.0,2842
"(16, 122)",-73.0,-60.0,-45.0,-64.0,-77.0,-76.0,-53.0,,-63.0,2842
"(16, 122)",-75.0,-63.0,-52.0,-66.0,-76.0,-75.0,-54.0,-40.0,-67.0,2842
"(16, 122)",,-66.0,-50.0,,-73.0,,,-45.0,-62.0,2842
"(16, 122)",-63.0,,-50.0,-64.0,-69.0,-66.0,-51.0,,-65.0,2842
"(16, 122)",-69.0,-65.0,-48.0,-71.0,-76.0,-80.0,-57.0,,-60.0,2842
"(16, 122)",-77.0,-66.0,-47.0,-71.0,,-70.0,-53.0,-47.0,-63.0,2842
"(16, 122)",-74.0,-51.0,-52.0,,-76.0,-72.0,-53.0,-42.0,-63.0,2842
"(16, 122)",-71.0,-67.0,-47.0,-68.0,-81.0,,-55.0,-45.0,-60.0,2842
"(16, 122)",-75.0,-70.0,-57.0,,,-76.0,-60.0,-58.0,-55.0,2842
"(16, 122)",,-62.0,-47.0,,-74.0,,-50.0,-39.0,-61.0,2842
"(16, 122)",-72.0,-67.0,-44.0,-69.0,,-79.0,-60.0,-48.0,-68.0,2842
"(16, 122)",,-60.0,,,-75.0,-77.0,-52.0,-42.0,,2842
"(16, 122)",,,-54.0,-69.0,-78.0,,-49.0,-43.0,,2842
"(16, 122)",-74.0,-68.0,-47.0,-69.0,-81.0,-78.0,-60.0,-55.0,-60.0,2842
"(16, 122)",-78.0,-66.0,-56.0,-64.0,-84.0,-73.0,-61.0,-58.0,-55.0,2842
"(16, 122)",-73.0,-65.0,-50.0,-61.0,,-73.0,-59.0,,-65.0,2842
"(16, 122)",-78.0,-60.0,-56.0,-64.0,-81.0,-75.0,-53.0,-47.0,-58.0,2842
"(16, 122)",-64.0,-65.0,-48.0,-66.0,,-66.0,-45.0,-45.0,-63.0,2842
"(16, 122)",,,-51.0,,,,-55.0,,,2842
"(16, 122)",,-66.0,-54.0,-58.0,-80.0,,-75.0,-57.0,-53.0,2842
"(16, 122)",-64.0,-60.0,-47.0,,-73.0,-77.0,-57.0,-39.0,-60.0,2842
"(16, 122)",-78.0,-68.0,,-55.0,-80.0,,-59.0,-49.0,-55.0,2842
"(16, 122)",,-62.0,-47.0,-64.0,-74.0,-73.0,-52.0,-43.0,-61.0,2842
"(16, 122)",-74.0,-73.0,-52.0,-49.0,,-78.0,-62.0,-56.0,-62.0,2842
"(16, 122)",-66.0,-59.0,-48.0,-71.0,-72.0,-67.0,-47.0,-44.0,-69.0,2842
"(16, 122)",-64.0,-63.0,-48.0,-69.0,-72.0,-70.0,-52.0,-43.0,-59.0,2842
"(16, 122)",-66.0,-59.0,-46.0,-59.0,-79.0,,-56.0,,-61.0,2842
"(16, 122)",,-59.0,-43.0,-62.0,,,-50.0,-43.0,-67.0,2842
"(16, 122)",,,,-56.0,,,-59.0,,-65.0,2842
"(16, 122)",-67.0,-62.0,-54.0,-75.0,-74.0,,-60.0,-44.0,-64.0,2842
"(16, 122)",,-76.0,-51.0,-53.0,,,-63.0,-59.0,-52.0,2842
"(16, 122)",-79.0,-73.0,,,-81.0,,-62.0,,,2842
"(16, 122)",,-62.0,,-64.0,-73.0,-77.0,,-39.0,,2842
"(16, 122)",,-66.0,-47.0,-71.0,,,-49.0,,-60.0,2842
"(16, 122)",,-61.0,-55.0,-71.0,,-72.0,-53.0,-40.0,,2842
"(16, 122)",-75.0,,-48.0,,-82.0,-79.0,-67.0,-53.0,-57.0,2842
"(16, 122)",-65.0,-60.0,-47.0,-69.0,-73.0,,-59.0,-40.0,-64.0,2842
"(16, 122)",-66.0,-68.0,-50.0,,-77.0,-69.0,,,,2842
"(16, 122)",-75.0,-74.0,-60.0,-54.0,-86.0,-82.0,,,-59.0,2842
"(16, 122)",-73.0,-71.0,-56.0,-54.0,-88.0,-85.0,-77.0,,-56.0,2842
"(16, 122)",-81.0,,-51.0,-69.0,-76.0,-79.0,,-41.0,-72.0,2842
"(16, 122)",-75.0,-74.0,-52.0,,,-77.0,-62.0,,,2842
"(16, 122)",-78.0,-73.0,-53.0,-63.0,-77.0,,-67.0,,-59.0,2842
"(16, 122)",,-68.0,-54.0,-50.0,,,-60.0,-54.0,-60.0,2842
"(16, 122)",-66.0,-61.0,-47.0,-64.0,-74.0,,-57.0,-46.0,-61.0,2842
"(16, 122)",,,-52.0,-62.0,,,-57.0,-49.0,,2842
"(16, 122)",-81.0,,-55.0,-59.0,-90.0,-77.0,-59.0,-49.0,-52.0,2842
"(16, 122)",-70.0,,-49.0,-67.0,-74.0,-74.0,-53.0,,,2842
"(16, 122)",-73.0,-52.0,-48.0,,-74.0,-73.0,-60.0,,-65.0,2842
"(16, 122)",-67.0,-58.0,-45.0,-62.0,-81.0,-79.0,-58.0,,-64.0,2842
"(16, 122)",-68.0,-58.0,-43.0,-67.0,-81.0,,-66.0,-44.0,-65.0,2842
"(16, 122)",,,-63.0,-62.0,-85.0,,-61.0,-51.0,,2842
"(16, 122)",,-62.0,-48.0,-66.0,,,-54.0,-54.0,,2842
"(16, 122)",,,-44.0,,,,-49.0,-47.0,-61.0,2842
"(16, 122)",-72.0,-63.0,-45.0,,-79.0,,-53.0,-46.0,,2842
"(16, 122)",-67.0,-56.0,-47.0,-73.0,-81.0,-73.0,-55.0,,-64.0,2842
"(16, 122)",-75.0,,-47.0,-69.0,-81.0,-78.0,,-54.0,-63.0,2842
"(16, 122)",,-76.0,-50.0,-48.0,,,-61.0,-49.0,-51.0,2842
"(16, 122)",-68.0,-59.0,-49.0,,-71.0,-68.0,-46.0,,-65.0,2842
"(16, 122)",,-66.0,-49.0,-68.0,-69.0,-80.0,-60.0,-50.0,-56.0,2842
"(16, 122)",-72.0,-66.0,-46.0,,-73.0,,-65.0,-54.0,-58.0,2842
"(16, 122)",-73.0,,-50.0,-69.0,-73.0,-78.0,-57.0,,-64.0,2842
"(16, 122)",-70.0,,-43.0,,-71.0,-75.0,-52.0,,-58.0,2842
"(16, 122)",,-63.0,-45.0,,-83.0,,-55.0,,-68.0,2842
"(16, 122)",-77.0,-64.0,-52.0,-70.0,-71.0,-76.0,-51.0,-46.0,-70.0,2842
"(16, 122)",-74.0,-66.0,-47.0,-71.0,-81.0,-80.0,-53.0,-50.0,-61.0,2842
"(16, 122)",,,,-60.0,-79.0,,-56.0,-46.0,,2842
"(16, 122)",-65.0,-58.0,-45.0,,-69.0,-66.0,-52.0,-48.0,-61.0,2842
"(16, 122)",-73.0,-71.0,-55.0,-70.0,-86.0,,-68.0,-53.0,-71.0,2842
"(16, 122)",,-76.0,-47.0,,-82.0,-85.0,-59.0,-47.0,-70.0,2842
"(16, 122)",-68.0,,-51.0,-64.0,-76.0,-73.0,-56.0,,-67.0,2842
"(16, 122)",-76.0,-70.0,-51.0,-53.0,-84.0,,-59.0,-64.0,-52.0,2842
"(16, 122)",,,,-65.0,-77.0,-71.0,,-47.0,,2842
"(16, 122)",-73.0,,-43.0,-62.0,-84.0,,-57.0,-44.0,-59.0,2842
"(16, 122)",-71.0,,,,,-74.0,-49.0,,-70.0,2842
"(16, 122)",,-60.0,-47.0,-69.0,-78.0,,-65.0,-43.0,-64.0,2842
"(16, 122)",,,-48.0,-73.0,,-77.0,-55.0,-46.0,-62.0,2842
"(16, 122)",,,-46.0,,,-78.0,-50.0,-47.0,-59.0,2842
"(16, 122)",-84.0,-73.0,-52.0,-64.0,-90.0,-75.0,,-47.0,-52.0,2842
"(16, 122)",-69.0,-61.0,-47.0,-65.0,-76.0,-67.0,-55.0,-43.0,,2842
"(16, 122)",,-63.0,-55.0,-65.0,,-73.0,-50.0,-42.0,-68.0,2842
"(16, 122)",,-65.0,-49.0,-69.0,,,-54.0,-50.0,-60.0,2842
"(16, 122)",-75.0,-63.0,-53.0,-72.0,-75.0,-78.0,-54.0,,-61.0,2842
"(16, 122)",,-51.0,-46.0,,,,-54.0,-43.0,-67.0,2842
"(16, 122)",-74.0,-60.0,-44.0,-67.0,-78.0,-77.0,-51.0,-44.0,,2842
"(16, 122)",-69.0,-52.0,-49.0,-68.0,,,-55.0,-40.0,-71.0,2842
"(16, 122)",-70.0,-55.0,-55.0,-68.0,,-73.0,-49.0,-45.0,-65.0,2842
"(16, 122)",-72.0,-60.0,-42.0,,-83.0,,-59.0,-43.0,-59.0,2842
"(16, 122)",-78.0,-71.0,-49.0,,-80.0,,-60.0,-39.0,-65.0,2842
"(16, 122)",-71.0,,-54.0,-67.0,-76.0,-80.0,-56.0,-46.0,-67.0,2842
"(16, 122)",-67.0,,-46.0,,,,,-46.0,-65.0,2842
"(16, 122)",-82.0,-67.0,-56.0,-67.0,-75.0,-83.0,-64.0,,-67.0,2842
"(16, 122)",-77.0,-71.0,,-58.0,-83.0,,,-56.0,,2842
"(16, 122)",,-69.0,-49.0,-52.0,,,-66.0,-54.0,-57.0,2842
"(16, 122)",-79.0,-73.0,-53.0,-53.0,-85.0,,-65.0,-55.0,-56.0,2842
"(16, 122)",-72.0,-51.0,-53.0,-75.0,-77.0,-74.0,-52.0,-42.0,-68.0,2842
"(16, 122)",,-77.0,-52.0,-53.0,-89.0,,,,-64.0,2842
"(16, 122)",-75.0,-71.0,-44.0,,-83.0,-87.0,-66.0,,-60.0,2842
"(16, 122)",-79.0,-69.0,-53.0,-52.0,-85.0,-76.0,-67.0,-53.0,-65.0,2842
"(16, 122)",-72.0,-69.0,-47.0,-57.0,-80.0,,,,-63.0,2842
"(16, 122)",-76.0,,-49.0,-61.0,-82.0,,-61.0,,-59.0,2842
"(16, 122)",-66.0,-61.0,-45.0,-63.0,-75.0,-71.0,,-45.0,-65.0,2842
"(16, 122)",,-69.0,-49.0,,,-75.0,-56.0,-38.0,-65.0,2842
"(16, 122)",,-72.0,-59.0,-67.0,-83.0,,-60.0,-60.0,-65.0,2842
"(16, 122)",,,-53.0,-70.0,-77.0,-68.0,,-44.0,-73.0,2842
"(16, 122)",-68.0,-59.0,-44.0,-69.0,-75.0,,-51.0,-42.0,-62.0,2842
"(16, 122)",,,,-57.0,,,-68.0,-55.0,-58.0,2842
"(16, 122)",,-70.0,-45.0,-67.0,-74.0,-77.0,-53.0,-44.0,-59.0,2842
"(16, 122)",,,-44.0,-69.0,,,-52.0,,-62.0,2842
"(16, 122)",,,,-72.0,,,,-49.0,-63.0,2842
"(16, 122)",-77.0,-64.0,-60.0,-71.0,-77.0,,-53.0,-50.0,-59.0,2842
"(16, 122)",-80.0,-70.0,-53.0,-60.0,-87.0,-84.0,-58.0,-59.0,-52.0,2842
"(16, 122)",,-63.0,-45.0,-70.0,-75.0,-74.0,-56.0,-41.0,-60.0,2842
"(16, 122)",,-70.0,-54.0,-59.0,-83.0,,-55.0,-52.0,-53.0,2842
"(16, 122)",,,,-67.0,,,-59.0,-48.0,-65.0,2842
"(16, 122)",-64.0,-60.0,-50.0,-64.0,-71.0,,-56.0,-41.0,-59.0,2842
"(16, 122)",-81.0,-73.0,-51.0,,-82.0,-74.0,-62.0,-48.0,-67.0,2842
"(16, 122)",-79.0,-70.0,-53.0,,,-81.0,-64.0,-47.0,-54.0,2842
"(16, 122)",-73.0,,-47.0,-69.0,-74.0,-74.0,-53.0,-50.0,-62.0,2842
"(16, 122)",,,,-63.0,-69.0,-79.0,,,-62.0,2842
"(16, 122)",,-73.0,-50.0,-56.0,-79.0,-80.0,-60.0,,,2842
"(16, 122)",-71.0,-63.0,-45.0,-64.0,-77.0,-71.0,-54.0,-44.0,-65.0,2842
"(16, 122)",-73.0,-62.0,-48.0,-74.0,-75.0,-72.0,,-41.0,-62.0,2842
"(16, 122)",,-70.0,-51.0,,,,-59.0,-45.0,-57.0,2842
"(16, 122)",,-75.0,-52.0,-49.0,-81.0,-73.0,-65.0,,-59.0,2842
"(16, 122)",-80.0,,-45.0,,-77.0,-74.0,-50.0,-47.0,-60.0,2842
"(16, 122)",-74.0,-75.0,-50.0,-49.0,-83.0,-78.0,-67.0,-59.0,-58.0,2842
"(16, 122)",-68.0,,-51.0,,-69.0,-71.0,-51.0,-39.0,-67.0,2842
"(16, 122)",,-64.0,,,,,,,-59.0,2842
"(16, 122)",,,-56.0,-59.0,,,-62.0,-50.0,-55.0,2842
"(16, 122)",-68.0,-59.0,-46.0,-62.0,-72.0,-72.0,,-42.0,-62.0,2842
"(16, 122)",-73.0,-63.0,-47.0,-66.0,-70.0,-79.0,,-49.0,-56.0,2842
"(16, 122)",,,-51.0,-63.0,,,-57.0,-45.0,-60.0,2842
"(16, 122)",,-68.0,,-56.0,,-88.0,-61.0,-49.0,,2842
"(16, 122)",-82.0,-69.0,-52.0,-51.0,,-84.0,-59.0,-59.0,-65.0,2842
"(16, 122)",-66.0,-62.0,,-61.0,,,-53.0,,,2842
"(16, 122)",-71.0,-62.0,-46.0,-65.0,-85.0,-86.0,-55.0,-45.0,-67.0,2842
"(16, 122)",,-60.0,-42.0,-63.0,-74.0,,-51.0,-45.0,-63.0,2842
"(16, 122)",-69.0,-61.0,-44.0,-65.0,-78.0,-69.0,,,,2842
"(16, 122)",,-68.0,-47.0,-71.0,,,-52.0,-52.0,-65.0,2842
"(16, 122)",-72.0,-59.0,-45.0,-61.0,-71.0,,-51.0,-46.0,-60.0,2842
"(16, 122)",-72.0,,-44.0,-66.0,-72.0,-78.0,-62.0,-48.0,-57.0,2842
"(16, 122)",-70.0,-57.0,,-65.0,-71.0,-73.0,-50.0,-43.0,-64.0,2842
"(16, 122)",-77.0,-70.0,,-48.0,-89.0,-81.0,,-57.0,-62.0,2842
"(16, 122)",-75.0,-67.0,,-72.0,-74.0,,-54.0,-51.0,-62.0,2842
"(16, 122)",-82.0,-68.0,-54.0,-55.0,-84.0,-85.0,-64.0,-56.0,-53.0,2842
"(16, 122)",,-72.0,-49.0,,,-74.0,-51.0,-42.0,-63.0,2842
"(16, 122)",,,,-67.0,-76.0,-75.0,,,,2842
"(16, 122)",,-63.0,-49.0,,-75.0,-74.0,-49.0,,-68.0,2842
"(16, 122)",,-58.0,-46.0,-69.0,-75.0,-78.0,-56.0,-44.0,-65.0,2842
"(16, 122)",-66.0,-64.0,-50.0,-60.0,,-79.0,,-44.0,-61.0,2842
"(16, 122)",,-71.0,-54.0,-54.0,,,-61.0,-58.0,-55.0,2842
"(16, 122)",,-64.0,-42.0,-59.0,,,-56.0,-51.0,-56.0,2842
"(16, 122)",-77.0,-73.0,-48.0,-70.0,-79.0,-88.0,,-50.0,-70.0,2842
"(16, 122)",-68.0,-62.0,,,-74.0,,-61.0,,-65.0,2842
"(16, 122)",,-79.0,-49.0,-56.0,-87.0,-80.0,-59.0,-50.0,-68.0,2842
"(16, 122)",-68.0,-61.0,-45.0,-64.0,-76.0,-70.0,-51.0,-47.0,,2842
"(16, 122)",-72.0,,-53.0,,,,-51.0,-43.0,-58.0,2842
"(16, 122)",-68.0,-66.0,-53.0,,-69.0,-71.0,-52.0,-41.0,-62.0,2842
"(16, 122)",-71.0,,-50.0,-49.0,-87.0,-77.0,-67.0,-55.0,-60.0,2842
"(16, 122)",-73.0,-62.0,-44.0,-62.0,-80.0,-74.0,-56.0,-42.0,-60.0,2842
"(16, 122)",,-59.0,-45.0,-69.0,-74.0,-73.0,-52.0,-48.0,-61.0,2842
"(16, 122)",-78.0,-68.0,-42.0,-60.0,,,-61.0,-56.0,-61.0,2842
"(16, 122)",-73.0,-70.0,-49.0,-70.0,-81.0,-72.0,-53.0,-59.0,-56.0,2842
"(16, 122)",-73.0,-65.0,-43.0,-64.0,,,-64.0,-49.0,-61.0,2842
"(16, 122)",,-68.0,,,,-83.0,-61.0,-52.0,-64.0,2842
"(16, 122)",-66.0,-60.0,,,-76.0,-73.0,-49.0,,-64.0,2842
"(16, 122)",-71.0,-64.0,-57.0,,-73.0,-73.0,-65.0,,,2842
"(16, 122)",,-60.0,-46.0,,,,-52.0,,-60.0,2842
"(16, 122)",,-60.0,,-65.0,-74.0,-79.0,-55.0,,,2842
"(16, 122)",-69.0,-65.0,-50.0,-72.0,-83.0,,,-46.0,-62.0,2842
"(16, 122)",-72.0,-59.0,-49.0,-71.0,-77.0,,-48.0,-40.0,-66.0,2842
"(16, 122)",,,,,-74.0,,,,-62.0,2842
"(16, 122)",,-61.0,-46.0,-67.0,-73.0,,-50.0,,-64.0,2842
"(16, 122)",,-73.0,-54.0,-52.0,,,-60.0,-53.0,-64.0,2842
"(16, 122)",,-67.0,-57.0,-73.0,,-84.0,-69.0,-47.0,-64.0,2842
"(16, 122)",-74.0,-66.0,-46.0,-66.0,-78.0,-72.0,-50.0,-41.0,-63.0,2842
